book_id,isbn13,authors,original_publication_year,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4375,9780849905700,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",2008,Stone Soup,4.28,25537,189,680,4348,6994,13326,https://images.gr-assets.com/books/1360057986m/1031461.jpg,https://images.gr-assets.com/books/1360057986s/1031461.jpg
4376,9781408810450,"Alaa Al Aswany, علاء الأسواني",2016,شيكاجو,3.41,18748,1500,2411,5352,5962,3523,https://images.gr-assets.com/books/1258877751m/1220507.jpg,https://images.gr-assets.com/books/1258877751s/1220507.jpg
4377,9780142002070,"James Patterson, Maxine Paetro",2015,"12th of Never (Women's Murder Club, #12)",3.99,26821,225,1156,6212,10408,8820,https://images.gr-assets.com/books/1353436409m/15734464.jpg,https://images.gr-assets.com/books/1353436409s/15734464.jpg
4378,9780140238280,Brian McClellan,1957,"Promise of Blood (Powder Mage, #1)",4.16,24964,260,801,3480,10602,9821,https://images.gr-assets.com/books/1350337505m/15790883.jpg,https://images.gr-assets.com/books/1350337505s/15790883.jpg
4379,9780061659260,James Rollins,2014,"Black Order (Sigma Force, #3)",4.14,25329,141,638,4463,10309,9778,https://images.gr-assets.com/books/1305960795m/294042.jpg,https://images.gr-assets.com/books/1305960795s/294042.jpg
4380,9781594634670,Karin Slaughter,2009,"Fractured (Will Trent, #2)",4.18,27091,124,481,4219,11784,10483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4381,9780060012340,Nicola Yoon,2016,The Sun Is Also a Star,4.14,46465,564,1783,7414,17406,19298,https://images.gr-assets.com/books/1459793538m/28763485.jpg,https://images.gr-assets.com/books/1459793538s/28763485.jpg
4382,9780195067150,"James Patterson, David Ellis",2000,The Murder House,4.05,23568,376,984,4239,9424,8545,https://images.gr-assets.com/books/1464826516m/23717678.jpg,https://images.gr-assets.com/books/1464826516s/23717678.jpg
4383,9780152052610,Nevil Shute,2006,On the Beach,3.92,27734,426,1512,6327,10966,8503,https://images.gr-assets.com/books/1327943327m/38180.jpg,https://images.gr-assets.com/books/1327943327s/38180.jpg
4384,9781250019810,Nick Hornby,2008,Funny Girl,3.37,21589,661,2822,8480,7209,2417,https://images.gr-assets.com/books/1415127744m/22749994.jpg,https://images.gr-assets.com/books/1415127744s/22749994.jpg
4385,9780525952990,Edward Rutherfurd,2002,New York,4.10,23926,230,829,4277,9629,8961,https://images.gr-assets.com/books/1320467954m/6257535.jpg,https://images.gr-assets.com/books/1320467954s/6257535.jpg
4386,9780553813140,"V.E. Schwab, Victoria Schwab",2005,"A Gathering of Shadows (Shades of Magic, #2)",4.33,35079,140,670,3676,13464,17129,https://images.gr-assets.com/books/1429627728m/20764879.jpg,https://images.gr-assets.com/books/1429627728s/20764879.jpg
4387,9780316234470,Dean Koontz,2005,From the Corner of His Eye,4.00,25002,377,1257,5580,8602,9186,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4388,9780312656270,"Haruki Murakami, Philip Gabriel, Jay Rubin",2009,"Blind Willow, Sleeping Woman",3.83,23710,183,1148,6523,10522,5334,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4389,9781401202020,"Ina Garten, Quentin Bacon",2006,Barefoot Contessa Back to Basics,4.23,22305,654,708,2960,6541,11442,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4390,9780689831870,Jane Green,1992,To Have and to Hold,3.61,22305,549,1972,7681,7444,4659,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4391,9780425285180,Koren Zailckas,1993,Smashed: Story of a Drunken Girlhood,3.50,21089,819,2643,6990,6462,4175,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4392,9780374349460,John Irving,2001,Until I Find You,3.61,21984,854,2230,6278,7793,4829,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4393,9780142501530,Bree Despain,2006,"The Dark Divine (The Dark Divine, #1)",3.81,34463,1294,2972,8340,10349,11508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4394,9780963192560,Bill Buford,1925,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",3.89,20010,245,1078,4899,8227,5561,https://images.gr-assets.com/books/1320554917m/139220.jpg,https://images.gr-assets.com/books/1320554917s/139220.jpg
4395,9780689868210,Clarissa Pinkola Estés,2006,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,4.15,24120,646,1355,3671,6472,11976,https://images.gr-assets.com/books/1500974527m/241823.jpg,https://images.gr-assets.com/books/1500974527s/241823.jpg
4396,9780670072810,"Patricia C. Wrede, Peter de Sève",2008,"Calling on Dragons (Enchanted Forest Chronicles, #3)",4.20,35027,453,1051,6040,11137,16346,https://images.gr-assets.com/books/1428442349m/169879.jpg,https://images.gr-assets.com/books/1428442349s/169879.jpg
4397,9780375757180,"Marcus Buckingham, Donald O. Clifton",2012,"Now, Discover Your Strengths",3.95,20318,376,1082,4673,7146,7041,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4398,9780062094740,Chris Anderson,2011,The Long Tail: Why the Future of Business is Selling Less of More,3.83,22270,680,1387,5343,8487,6373,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4399,9780679725170,Adolf Hitler,1997,Mein Kampf,3.13,23637,3362,4062,6913,4851,4449,https://images.gr-assets.com/books/1395618385m/54270.jpg,https://images.gr-assets.com/books/1395618385s/54270.jpg
4400,9781857237370,Jane Green,2010,Swapping Lives,3.56,24000,650,2314,8532,7875,4629,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4401,9780743219570,Louise Penny,1996,"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",4.21,27667,133,423,3869,12449,10793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4402,9780061985870,Nora Roberts,2011,"The Perfect Hope (Inn Boonsboro, #3)",4.14,30797,193,934,5746,11466,12458,https://images.gr-assets.com/books/1351012631m/12951824.jpg,https://images.gr-assets.com/books/1351012631s/12951824.jpg
4403,9781857236550,Aleatha Romig,2012,"Consequences (Consequences, #1)",3.97,35592,2241,2322,5261,10336,15432,https://images.gr-assets.com/books/1350233855m/12368985.jpg,https://images.gr-assets.com/books/1350233855s/12368985.jpg
4404,9780312377040,Sean Covey,2012,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,4.01,21057,820,1218,3786,6392,8841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4405,9780316018950,Tom Angleberger,2004,"The Strange Case of Origami Yoda (Origami Yoda, #1)",3.90,23852,872,1529,5130,7993,8328,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4406,9780393924760,Jennifer Crusie,2010,"Welcome to Temptation (Dempseys, #1)",3.94,28809,604,1591,6621,9983,10010,https://images.gr-assets.com/books/1479663151m/33727.jpg,https://images.gr-assets.com/books/1479663151s/33727.jpg
4407,9780060525640,Thanhha Lai,2007,Inside Out & Back Again,4.09,27186,645,1082,4467,10016,10976,https://images.gr-assets.com/books/1357771743m/8537327.jpg,https://images.gr-assets.com/books/1357771743s/8537327.jpg
4408,9781250128550,Josephine Angelini,2008,"Dreamless (Starcrossed, #2)",4.20,33819,441,1172,5207,11322,15677,https://images.gr-assets.com/books/1320248839m/12995284.jpg,https://images.gr-assets.com/books/1320248839s/12995284.jpg
4410,9781451656500,Jude Fisher,1996,The Lord of the Rings: The Return of the King: Visual Companion,4.59,17641,157,202,1259,3458,12565,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4411,9780140189990,Guy Kawasaki,2010,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",3.82,18796,773,1344,4613,5888,6178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4412,9780451160320,"Wes Moore, Tavis Smiley",2002,"The Other Wes Moore: One Name, Two Fates",3.77,23269,296,1401,6737,9790,5045,https://images.gr-assets.com/books/1320554118m/7099273.jpg,https://images.gr-assets.com/books/1320554118s/7099273.jpg
4413,9781423144340,Ariana Franklin,1948,"Mistress of the Art of Death (Mistress of the Art of Death, #1)",3.95,29208,640,1451,6150,11492,9475,https://images.gr-assets.com/books/1435958507m/86643.jpg,https://images.gr-assets.com/books/1435958507s/86643.jpg
4414,9780316043890,Tucker Max,2014,"Assholes Finish First (Tucker Max, #2)",3.64,20984,1278,2103,5413,6248,5942,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4415,9780375700520,"Naoko Takeuchi, 武内 直子",1994,美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1],4.28,22319,664,866,2981,4933,12875,https://images.gr-assets.com/books/1308886282m/1429082.jpg,https://images.gr-assets.com/books/1308886282s/1429082.jpg
4416,9780375836590,Susan Elizabeth Phillips,2006,Kiss an Angel,4.21,35438,547,1297,5431,11099,17064,https://images.gr-assets.com/books/1309115033m/73086.jpg,https://images.gr-assets.com/books/1309115033s/73086.jpg
4417,9780425267080,Dan Ariely,1996,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,4.00,23562,361,1070,5036,8953,8142,https://images.gr-assets.com/books/1268511997m/7815744.jpg,https://images.gr-assets.com/books/1268511997s/7815744.jpg
4418,9780142437310,"Sarah Vowell, Katherine Streeter",2010,The Partly Cloudy Patriot,3.90,23818,525,1111,5321,10182,6679,https://images.gr-assets.com/books/1430720573m/12358.jpg,https://images.gr-assets.com/books/1430720573s/12358.jpg
4419,9788497593880,Ruth Stiles Gannett,2007,"My Father's Dragon (My Father's Dragon, #1)",4.09,26842,521,1224,5101,8553,11443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4420,9780374187610,Greg Iles,2009,Natchez Burning,4.12,23806,416,941,3560,9256,9633,https://images.gr-assets.com/books/1383438264m/18505832.jpg,https://images.gr-assets.com/books/1383438264s/18505832.jpg
4421,9781857230760,Charles Bukowski,1992,Pulp,3.68,21041,479,1850,6296,7620,4796,https://images.gr-assets.com/books/1348053445m/141526.jpg,https://images.gr-assets.com/books/1348053445s/141526.jpg
4422,9780312150600,Thomas Harris,2011,"Hannibal Rising (Hannibal Lecter, #4)",3.44,25973,1468,3733,8087,7174,5511,https://images.gr-assets.com/books/1394208690m/32416.jpg,https://images.gr-assets.com/books/1394208690s/32416.jpg
4423,9781101875940,J.D. Robb,1984,"Immortal in Death (In Death, #3)",4.26,34987,100,524,5284,13284,15795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4424,9780380820850,Sherrilyn Kenyon,2013,"Infinity (Chronicles of Nick, #1)",4.04,34312,948,1904,6253,10769,14438,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4425,9780152057800,Laurell K. Hamilton,2006,"Blood Noir (Anita Blake, Vampire Hunter #16)",3.85,34278,1185,3096,7873,9815,12309,https://images.gr-assets.com/books/1310494632m/2149535.jpg,https://images.gr-assets.com/books/1310494632s/2149535.jpg
4426,9780727861000,Thomas Pynchon,2008,Inherent Vice,3.71,20909,533,1575,5591,8887,4323,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4427,9780307264190,Jodi Picoult,2010,Songs of the Humpback Whale,3.19,25894,1993,4813,9104,6263,3721,https://images.gr-assets.com/books/1421422550m/10914.jpg,https://images.gr-assets.com/books/1421422550s/10914.jpg
4428,9780399170870,"Guillermo del Toro, Chuck Hogan",1958,"The Night Eternal (The Strain Trilogy, #3)",3.67,23194,522,2195,6942,8216,5319,https://images.gr-assets.com/books/1327932900m/6945530.jpg,https://images.gr-assets.com/books/1327932900s/6945530.jpg
4429,9780553578680,Jay McInerney,1353,"Bright Lights, Big City",3.74,23006,381,1668,6727,9056,5174,https://images.gr-assets.com/books/1399647015m/86147.jpg,https://images.gr-assets.com/books/1399647015s/86147.jpg
4430,9780316225950,Nora Roberts,2011,Whiskey Beach,3.96,26780,421,1313,6101,10128,8817,https://images.gr-assets.com/books/1357477045m/16158519.jpg,https://images.gr-assets.com/books/1357477045s/16158519.jpg
4431,9780230706160,Jennifer Weiner,2015,The Guy Not Taken: Stories,3.46,21414,773,2706,7656,6387,3892,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4432,9780515136530,Robert Kirkman,2012,"The Walking Dead, Vol. 08: Made to Suffer",4.47,22799,118,323,2007,6660,13691,https://images.gr-assets.com/books/1266634689m/1894269.jpg,https://images.gr-assets.com/books/1266634689s/1894269.jpg
4433,9780060536350,Kresley Cole,1989,Pleasure of a Dark Prince (Immortals After Dark #9),4.41,34474,134,516,3588,11006,19230,https://images.gr-assets.com/books/1357612049m/6337006.jpg,https://images.gr-assets.com/books/1357612049s/6337006.jpg
4434,9780316246650,Syd Hoff,2003,Danny and the Dinosaur (An I Can Read Book),4.00,25375,455,1547,6092,6735,10546,https://images.gr-assets.com/books/1406512465m/858037.jpg,https://images.gr-assets.com/books/1406512465s/858037.jpg
4435,9780822219000,"Giovanni Boccaccio, G.H. McWilliam",1947,The Decameron,3.86,26314,449,1797,6719,9310,8039,https://images.gr-assets.com/books/1472027832m/51799.jpg,https://images.gr-assets.com/books/1472027832s/51799.jpg
4436,9780312649620,Sara Shepard,2013,"Twisted (Pretty Little Liars, #9)",4.05,25519,433,1422,5342,7504,10818,https://images.gr-assets.com/books/1316975768m/9893331.jpg,https://images.gr-assets.com/books/1316975768s/9893331.jpg
4437,9780316224130,Michael Connelly,1953,"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)",4.21,26621,128,361,3599,12135,10398,https://images.gr-assets.com/books/1428347007m/25010281.jpg,https://images.gr-assets.com/books/1428347007s/25010281.jpg
4438,9780446576990,Alice Munro,1940,Dear Life: Stories,3.75,24061,670,1984,6211,9120,6076,https://images.gr-assets.com/books/1333579320m/13530981.jpg,https://images.gr-assets.com/books/1333579320s/13530981.jpg
4439,9783847905170,Eileen Christelow,1966,Five Little Monkeys Jumping on the Bed,4.09,25504,423,1376,5521,6359,11825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4440,9780307956350,Jacqueline Carey,2009,"Kushiel's Avatar (Phèdre's Trilogy, #3)",4.37,28363,285,683,3213,8248,15934,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4441,9780743453000,"Jorge Luis Borges, Andrew Hurley",1966,The Aleph and Other Stories ,4.39,22638,175,581,2414,6562,12906,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4442,9780316099780,Rachel Van Dyken,2012,"Ruin (Ruin, #1)",4.19,36447,685,1542,5362,11368,17490,https://images.gr-assets.com/books/1374686324m/18134249.jpg,https://images.gr-assets.com/books/1374686324s/18134249.jpg
4443,9780842329290,Raymond Chandler,2012,"The Long Goodbye (Philip Marlowe, #6)",4.23,24917,123,514,3745,9786,10749,https://images.gr-assets.com/books/1388225584m/2054.jpg,https://images.gr-assets.com/books/1388225584s/2054.jpg
4444,9780385518340,Raymond Chandler,2013,"Farewell, My Lovely (Philip Marlowe, #2)",4.17,24020,87,505,4045,10063,9320,https://images.gr-assets.com/books/1465778099m/2050.jpg,https://images.gr-assets.com/books/1465778099s/2050.jpg
4445,9780312278500,Lloyd Alexander,2014,The Castle of Llyr (The Chronicles of Prydain #3),4.07,28880,197,718,6299,11196,10470,https://images.gr-assets.com/books/1405714238m/24779.jpg,https://images.gr-assets.com/books/1405714238s/24779.jpg
4446,9780316219360,Rachel Caine,1999,"Fade Out (The Morganville Vampires, #7)",4.20,34915,263,1052,6319,11057,16224,https://images.gr-assets.com/books/1327067249m/6289938.jpg,https://images.gr-assets.com/books/1327067249s/6289938.jpg
4447,9780451213200,Lilian Jackson Braun,1977,"The Cat Who Could Read Backwards (Cat Who..., #1)",3.84,24710,470,1467,7077,8187,7509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4448,9780142004420,Nyrae Dawn,2009,"Charade (Games, #1)",3.98,36295,666,1693,7756,13665,12515,https://images.gr-assets.com/books/1357756816m/15993374.jpg,https://images.gr-assets.com/books/1357756816s/15993374.jpg
4449,9780451212450,"Rick Riordan, Haley Riordan",1973,The Demigod Diaries,4.19,32365,180,960,6037,10542,14646,https://images.gr-assets.com/books/1328573978m/12959086.jpg,https://images.gr-assets.com/books/1328573978s/12959086.jpg
4450,9780679723690,Courtney Cole,2012,"If You Stay (Beautifully Broken, #1)",3.94,33374,567,1689,7491,12981,10646,https://images.gr-assets.com/books/1355661483m/17032328.jpg,https://images.gr-assets.com/books/1355661483s/17032328.jpg
4451,9780582418170,"Neil Patrick Harris, David Javerbaum, Antony Hare",2014,Neil Patrick Harris: Choose Your Own Autobiography,3.86,23134,909,1350,5080,8495,7300,https://images.gr-assets.com/books/1400599072m/20170296.jpg,https://images.gr-assets.com/books/1400599072s/20170296.jpg
4452,9780785213060,Kathy Reichs,2003,"Death du Jour (Temperance Brennan, #2)",3.96,31213,176,962,7765,13468,8842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4453,9780670063120,Josh McDowell,1992,More Than a Carpenter,4.19,20131,331,754,3346,6067,9633,https://images.gr-assets.com/books/1439771268m/313631.jpg,https://images.gr-assets.com/books/1439771268s/313631.jpg
4454,9780486455590,Cherie Priest,1990,"Boneshaker (The Clockwork Century, #1)",3.50,27742,991,3246,9021,9959,4525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4455,9780064432540,Rita Mae Brown,2015,Rubyfruit Jungle,3.88,24632,487,1481,6110,8909,7645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4456,9780425203870,Lauren Kate,1992,"Fallen in Love (Fallen, #3.5)",3.77,33324,1069,3330,8977,8737,11211,https://images.gr-assets.com/books/1362339849m/12588363.jpg,https://images.gr-assets.com/books/1362339849s/12588363.jpg
4457,9780060001510,Raina Telgemeier,2009,Sisters,4.29,29031,344,775,4020,8866,15026,https://images.gr-assets.com/books/1411022689m/18225810.jpg,https://images.gr-assets.com/books/1411022689s/18225810.jpg
4458,9781416949670,D.J. MacHale,1968,"The Never War (Pendragon, #3)",4.12,25245,266,914,4836,8727,10502,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4459,9780345533630,Terry Brooks,1987,"The Elf Queen of Shannara (Heritage of Shannara, #3)",4.02,25677,208,971,5834,9769,8895,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4460,9781300160300,Brian Jacques,2013,"Mattimeo (Redwall, #3)",4.02,27627,128,852,6515,10904,9228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4461,9780140259440,James S.A. Corey,2012,"Nemesis Games (The Expanse, #5)",4.37,23686,34,216,2161,9858,11417,https://images.gr-assets.com/books/1407524221m/22886612.jpg,https://images.gr-assets.com/books/1407524221s/22886612.jpg
4462,9780553418840,Marianne Williamson,1990,"A Return to Love: Reflections on the Principles of ""A Course in Miracles""",4.29,20409,342,659,2750,5702,10956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4463,9780061921260,David Baldacci,2013,"First Family (Sean King & Michelle Maxwell, #4)",3.98,26455,184,837,6038,11692,7704,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4464,9780345478160,Charles Portis,2012,True Grit,4.12,27697,179,842,4674,11646,10356,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4465,9780743482970,Susan Jeffers,2003,Feel the Fear and Do It Anyway,4.01,20087,446,1070,4183,6482,7906,https://images.gr-assets.com/books/1363288028m/653396.jpg,https://images.gr-assets.com/books/1363288028s/653396.jpg
4466,9780425193820,Katy Evans,2014,"Mine (Real, #2)",4.29,41080,525,1410,5276,12332,21537,https://images.gr-assets.com/books/1377178049m/17792606.jpg,https://images.gr-assets.com/books/1377178049s/17792606.jpg
4467,9780316101840,Matthew Dicks,2003,Memoirs of an Imaginary Friend,4.10,24050,315,994,4062,9264,9415,https://images.gr-assets.com/books/1343851908m/13538552.jpg,https://images.gr-assets.com/books/1343851908s/13538552.jpg
4468,9781400079090,"Salman Rushdie, Paul Birkbeck",2014,"Haroun and the Sea of Stories (Khalifa Brothers, #1)",4.01,23699,363,1248,4862,8540,8686,https://images.gr-assets.com/books/1419913148m/4835.jpg,https://images.gr-assets.com/books/1419913148s/4835.jpg
4469,9780345376600,Susan Crandall,1946,Whistling Past the Graveyard,4.04,22264,260,718,3980,10159,7147,https://images.gr-assets.com/books/1360518751m/16058610.jpg,https://images.gr-assets.com/books/1360518751s/16058610.jpg
4470,9780310266300,Kresley Cole,1969,"Poison Princess (The Arcana Chronicles, #1)",4.14,31742,1047,1457,4478,9652,15108,https://images.gr-assets.com/books/1356422925m/13450339.jpg,https://images.gr-assets.com/books/1356422925s/13450339.jpg
4471,9780979777710,Paullina Simons,2012,"Tatiana and Alexander (The Bronze Horseman, #2)",4.30,26207,232,688,3456,8424,13407,https://images.gr-assets.com/books/1390089221m/83143.jpg,https://images.gr-assets.com/books/1390089221s/83143.jpg
4472,9781416914170,Brian Staveley,2007,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",4.15,23710,222,739,3328,10346,9075,https://images.gr-assets.com/books/1369246817m/17910124.jpg,https://images.gr-assets.com/books/1369246817s/17910124.jpg
4473,9781439165640,Monica Ali,2010,Brick Lane,3.38,23469,1028,3050,8342,7968,3081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4474,9780399250580,Sally Green,2014,"Half Bad (The Half Bad Trilogy, #1)",3.80,33104,819,2377,8114,12925,8869,https://images.gr-assets.com/books/1413889712m/18079804.jpg,https://images.gr-assets.com/books/1413889712s/18079804.jpg
4475,9780061944340,"Nikos Kazantzakis, Νίκος Καζαντζάκης",2006,Zorba the Greek,4.10,23643,523,1241,3903,7770,10206,https://images.gr-assets.com/books/1328007439m/53639.jpg,https://images.gr-assets.com/books/1328007439s/53639.jpg
4476,9780061232920,"William H. Armstrong, James Barkley",1995,Sounder,3.96,24800,489,1354,5723,8227,9007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4477,9780688156820,"Lawrence M. Krauss, Richard Dawkins",1996,A Universe from Nothing: Why There Is Something Rather Than Nothing,3.92,19149,641,1048,3926,7047,6487,https://images.gr-assets.com/books/1365217267m/11337189.jpg,https://images.gr-assets.com/books/1365217267s/11337189.jpg
4478,9780375705040,"Slash, Anthony Bozza",2012,Slash,3.96,19266,292,1020,4390,7049,6515,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4479,9780811216550,Nalini Singh,1943,"Archangel's Kiss (Guild Hunter, #2)",4.24,39528,335,1196,5807,13578,18612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
